Entity,Label,Count of NER
63000,CARDINAL,1
1998 177 million,DATE,1
278 million,CARDINAL,3
sarah part,PERSON,1
twitteri,NORP,1
podesta21,PERSON,1
podestaemails21,EVENT,1
35594,CARDINAL,1
rottenberg clinton,PERSON,1
rottenberg,PERSON,1
wendy bronfein,PERSON,1
earlier january 2015,DATE,1
bernie sanders democratic,PERSON,1
sen bernie sanders laid,PERSON,1
entire democratic party,ORG,1
tarmac nyc airport,LOC,1
737,PRODUCT,1
runway nycs laguardia airport,ORG,1
aris petasis,ORG,1
eastern mediterranean em,LOC,1
1878,CARDINAL,1
19141925,DATE,1
19251960,DATE,1
1864,DATE,1
1923,DATE,1
article 20,LAW,1
greeks 1770,DATE,1
alexander ypsilanti,PERSON,1
1827,DATE,1
turkish navy,ORG,1
lodewijk heyden,PERSON,1
viceadmiral edward codrington,PERSON,1
west 90,CARDINAL,1
british 1960,EVENT,1
5050 18,CARDINAL,1
anan,GPE,1
paul ryan clinton,PERSON,1
wisconsin republican reasserted,ORG,1
11092016,DATE,2
donald trump s building,PERSON,1
hate hours,TIME,1
codesod dollar dollar dollar dollar,MONEY,1
jbutton 1,ORG,1
add1,GPE,1
tp xx,PERSON,1
edward kennedy,PERSON,1
power republican party,ORG,1
huffington post,PERSON,1
january election day,DATE,1
opponents clinton,PERSON,2
seth ferris,PERSON,2
ohio photo afp us,ORG,1
october 15 2016,DATE,1
economy clinton foundation,ORG,1
100s millions,CARDINAL,1
huma abedin connection,PERSON,1
trump republican party,ORG,1
rudy guiliani,PERSON,1
larry kudlow,PERSON,1
steven mnuchin treasury,PERSON,1
eric dubin,PERSON,4
decades earlier,DATE,2
monica lewinsky bill clinton,PERSON,1
presidential election nine days,DATE,1
time week,DATE,1
air clinton,PERSON,1
barry soetoro moochelle,PERSON,1
hasbeens bon,PERSON,1
workfree,NORP,1
eleven bucks month,DATE,1
article 234,LAW,1
jacob devaney,PERSON,2
linda graham,PERSON,1
thomas frank,PERSON,1
jackson bryan,PERSON,1
john arnold marc leder,PERSON,1
joe kennedy,PERSON,1
khanna,PERSON,1
year 2015,DATE,1
certain day,DATE,1
32400,CARDINAL,1
glaciers bolivian,NORP,2
43 1986 2014,DATE,1
european geosciences union journal,ORG,1
glacier east antarctica,LOC,1
4 hours ago,TIME,3
manchester metropolitan university,ORG,1
uk european geosciences union,ORG,1
la paz,GPE,1
el alto,GPE,1
year 23 million,DATE,1
bolivias,PERSON,1
1986 2014,DATE,2
bolivian,NORP,5
530 square kilometres,QUANTITY,1
around 300 square kilometres,QUANTITY,1
alex lowe,PERSON,1
david bridges,PERSON,2
climber alex lowe,PERSON,1
himalayan avalanche,PERSON,1
600 cubic metres,QUANTITY,1
125000 cubic metres,QUANTITY,1
isolated months,DATE,1
cook,PERSON,1
century tenth 1986,DATE,1
loss bolivia,PERSON,1
20 october 2016,DATE,1
julian assange speak,ORG,1
11516 11032016,DATE,1
prerecorded julian assange interview,ORG,1
ammon bundy verdict,PERSON,1
election 11032016,DATE,1
2nd,DATE,1
nick giambruno,PERSON,1
steven seagal,PERSON,10
american action amtv archives,ORG,1
podesta brothers,ORG,1
3yo,CARDINAL,1
tony,PERSON,3
4chan,CARDINAL,4
dncleak2,PERSON,2
madeleine beth mccann,PERSON,1
13th,ORDINAL,1
approximately 200 feet,QUANTITY,1
nearly decade,DATE,2
nearly 10 years later,DATE,1
tony photos,PERSON,1
marqui,GPE,1
madeleine mccann,PERSON,2
dncleak2,ORG,1
madeleinemccann 0hour,PERSON,1
pictwittercom7zrpsn7tyz,GPE,1
burke d0nburke,ORG,1
pictwittercomi43kiiradh,GPE,1
katy grannan,PERSON,1
homesâ,GPE,1
horrifiedâ,PERSON,1
trump democratic party,ORG,2
hillary clintontold,PERSON,1
marjo kyllonen,PERSON,1
1900s,DATE,1
english language,LANGUAGE,1
august 11th 2013,DATE,1
second quarter 2013,DATE,1
second quarter last year,DATE,1
second quarter year earlier,DATE,1
1131 three months june,DATE,1
189,CARDINAL,1
hannah gastonguay,PERSON,1
kiribati,GPE,1
may weeks,DATE,1
thousands miles,QUANTITY,2
chile,CARDINAL,1
chile year,DATE,1
75 90 percent,PERCENT,1
marine corps  rodster,ORG,1
memadmax,PERSON,1
yada yada yada,PERSON,1
graham last,PERSON,1
joe jakkerton,PERSON,11
loser white,PERSON,1
goku white amerikkkans psychotic,ORG,1
sg smart defend,PERSON,1
linda williams,PERSON,1
ralphziggy nonsense,PERSON,1
trayvon martin trail,PERSON,1
ron pans paul,PERSON,1
africa muslims,NORP,1
100 1,CARDINAL,1
xander cross,ORG,1
bloomberg mikeymike61,PERSON,1
neegrows da,PERSON,1
linda williams carter,PERSON,1
alex forget,PERSON,1
almost 3 months ago day,DATE,1
lingram90,DATE,1
noshedidnt,ORG,1
usa usa,ORG,1
america discriminates expatriots usa,ORG,1
guatemala,PERSON,1
sergi william,PERSON,2
3 months dc 2011,DATE,1
south america central america,LOC,2
africa europe,LOC,1
31yrs,CARDINAL,1
latin american,PERSON,1
13yo,ORDINAL,1
almost 30,CARDINAL,1
9561 weeks,DATE,2
mountain beach,GPE,1
20 dollar,MONEY,1
mexico infocyde,ORG,1
austrailia hobart,PERSON,1
west eg,GPE,1
6 years ago days,DATE,1
attack zimmerman,PERSON,1
native peruvian,NORP,1
white european ancestry,ORG,1
300 years,DATE,1
western europeans,NORP,1
max many,PERSON,1
bristol brighton,ORG,1
parc france,PERSON,1
bloomberg bahamas,PERSON,1
asia americans,NORP,1
mandarin japanese,NORP,1
asian language,NORP,1
14 years ago,DATE,1
almost 20 years,DATE,1
45 million,CARDINAL,2
halfway north island,LOC,1
30 fifty,CARDINAL,1
alaska hawaii,PERSON,1
central canada,ORG,1
middle city,GPE,1
290 degrees,QUANTITY,1
alex condaggitt 100000,PERSON,1
jackie milton,PERSON,1
40 yrs paradigm,QUANTITY,1
canada australia,ORG,1
lenin,PERSON,1
argentina mexico,FAC,1
places usa,ORG,1
robert burns,PERSON,2
australia canada,ORG,1
age 67,DATE,1
like 1850s,DATE,1
david kessel,PERSON,4
married 1st,DATE,1
north east coast,LOC,1
language el pollo de oro,GPE,1
caracas guatemala city pero,ORG,1
tiene ganas de,PERSON,1
ghabra kai yeh kehtai hein,PERSON,1
mar jaaein gai mar kai bhi,PERSON,1
nah paya,PERSON,1
1139 319000000,DATE,1
9999964,DATE,1
1139,DATE,2
sri lanka,GPE,2
joyce j,PERSON,1
crimeridden united states,PERSON,1
el pollo de oro,ORG,2
banana republic america,ORG,1
amsterdam,GPE,1
live years,DATE,1
solari inc,ORG,1
kingdom ireland south africa,GPE,1
toronto future chicago,ORG,1
picture canada,ORG,1
china australia,ORG,1
cultural cohesiveness canada,ORG,1
dominican,NORP,1
david kessel ps,PERSON,1
things weeks,DATE,1
toronto canada,ORG,1
america canada,ORG,1
jesus christ true,PERSON,1
hayakawa,ORG,1
graham,PERSON,2
unusual intro,PERSON,1
mitra chris,PERSON,1
entity albert,PERSON,1
joe whitman,PERSON,1
10 months ago,DATE,1
5051,DATE,1
1718,DATE,1
amerikan christians,PERSON,1
kingdom souheil,PERSON,1
american passport trip,ORG,1
america australian,ORG,1
johnny moved,PERSON,1
year 50,DATE,1
sunshine coast canada,ORG,1
almost three million,CARDINAL,1
today mexico war,DATE,1
king white house,ORG,1
liberalssarc alex macintyre,PERSON,1
14482302 one,QUANTITY,1
quito,GPE,1
sep 2008,DATE,1
123421,DATE,1
around two decades ago,DATE,1
110th,ORDINAL,1
35 years age,DATE,1
1 month 50 years,DATE,1
themobama,GPE,1
john citizen obama,PERSON,1
hillary final,PERSON,1
anthony rivera,PERSON,1
86 month,DATE,1
costa rica,GPE,1
gary scott david,PERSON,1
david needles,PERSON,1
david america,PERSON,1
aes lingram90,ORG,1
joshua people leaving usa,PERSON,1
joshua southafrica,PERSON,1
john united,PERSON,1
america illusian,ORG,1
hundreds years ago,DATE,1
lisa chapko lissen,PERSON,1
camper,ORG,1
350 2450,DATE,1
roman catholicismi,PERSON,1
anbd maineason,PERSON,1
comey bias,PERSON,1
422 pm,TIME,1
ruth hopkins,PERSON,1
adam johnson,PERSON,1
shanghai gold exchange,ORG,1
middecember 2015,DATE,1
early december 2015,DATE,1
afternoon hui,PERSON,1
14 1301 1287,DATE,1
nyse hui,PERSON,1
hui,PERSON,1
st matthew perhaps,PERSON,1
thou shalt,PERSON,2
53848,CARDINAL,1
wcd ministry,ORG,1
maneka gandhi,PERSON,3
whatsapp group,ORG,1
yamini,PERSON,1
101116 marijuana,QUANTITY,1
eleanor shaw,PERSON,1
dr tom booker,PERSON,1
illuminati working collusion largeeyed grey aliens,ORG,1
30 40 million,CARDINAL,1
mitt,PERSON,1
british settlers america,ORG,1
shana maier,PERSON,1
american detective,ORG,1
empanadas,PERSON,1
la carte,ORG,1
tenn times free press,ORG,1
14yearold,CARDINAL,1
columbus mississippi,LOC,1
edward pincus,PERSON,1
austin americanstatesman,PERSON,1
july 19 2013,DATE,1
july 24 2013,DATE,1
mexican illegalalien gang,ORG,1
order ann,PERSON,1
american news,ORG,2
africanamerican victim mexican time,ORG,1
huffington post gq slate salon,ORG,1
months one another 2013,DATE,1
lara logan,PERSON,1
white american men conclusion,ORG,1
logans,NORP,1
specialized skill dishwasher country,ORG,1
november 2 2016 3,DATE,1
kaepernick,PERSON,6
halfway house,ORG,1
ghana nigeria,PERSON,1
sessions day,DATE,1
wiki,ORG,2
edward curtin,PERSON,2
jd salinger catcher,PERSON,1
rye eleanor,ORG,1
norman brown,PERSON,1
thirty year,DATE,1
johnny carson,PERSON,1
cold war years,EVENT,1
robert mcgee  getting,PERSON,1
halloween weekend,DATE,1
albert,PERSON,1
midnight hour,TIME,1
ibsen,PERSON,1
massachusetts college liberal arts,ORG,1
kylie jenner,PERSON,2
pan la,ORG,1
kylie sister,PERSON,1
moe julian,PERSON,1
john pilger clinton,PERSON,1
john pilger twelve million,PERSON,1
abdullah riyadh,ORG,1
march 30 2012,DATE,1
ohn,ORG,1
russia julian,ORG,1
rafael correa john,PERSON,1
worry julian,PERSON,1
julian assange,ORG,1
every 10 seconds,TIME,1
approximately 200 million hours,QUANTITY,1
jordan mexico,PERSON,1
roughly 5300,CARDINAL,1
sioux arapaho crow,ORG,1
488,CARDINAL,1
173000,CARDINAL,1
article morning october 29th,TIME,1
quinnipiac university,ORG,1
orlando sanford,PERSON,1
afp us,ORG,1
airspace clinton,PERSON,2
broward college coconut creek,ORG,1
jeff bezos,PERSON,1
amazon,ORG,1
yahoo apple news part,ORG,1
apple,ORG,1
joshua benton,PERSON,1
entirely league news,ORG,1
abc national news,ORG,1
dozen hundred,CARDINAL,1
clinton crimes alt news,ORG,1
halden,GPE,1
1 7,CARDINAL,1
2 strand,QUANTITY,1
nov 9 2016,DATE,2
sarah pappalardo,PERSON,1
woke morning,TIME,1
obama justice department,ORG,1
erik prince,PERSON,1
breitbart nypds,PERSON,1
al capone,LOC,1
erik prince lynchs,PERSON,1
pat milton,PERSON,1
weekâ,PERSON,1
altra firearms,ORG,1
paul chandler,PERSON,1
âwe threefoot,PRODUCT,1
thatâs theyâre country nowâ,PERSON,1
40 50,CARDINAL,1
âi havenât,PERSON,1
lawrence odonnell,PERSON,1
william mary college,PERSON,1
4840,DATE,1
tom bonier  ,PERSON,1
tetsuro kuroe,PERSON,1
gordon trowbridge,PERSON,1
senkaku islands east china sea,GPE,1
march 2010,DATE,1
abetted supreme court,ORG,1
prof dr mujahid kamran,PERSON,1
judaic,PERSON,1
babylonian,NORP,1
james phd,PERSON,1
james one,PERSON,1
s jesus,PERSON,1
almost 2000 years ago,DATE,1
isaac jacob,PERSON,1
1 qatar,CARDINAL,1
2 qatar,CARDINAL,1
qatar 4,FAC,1
8 hillary,QUANTITY,1
john merrigan matt,PERSON,1
500000 1 million dollars,MONEY,1
12 19 billion dollar,MONEY,1
john merrigan,PERSON,1
matt berstein,PERSON,1
460000,CARDINAL,1
podesta merrigan,PERSON,1
charles goyette,PERSON,1
james freeman,PERSON,1
120 pm,TIME,1
laguardia airport nyc,FAC,1
runway laguardia airport,FAC,1
far east river,LOC,1
ktla 5,LAW,1
night city press pool back,ORG,1
erin burnett,PERSON,1
grisham spokeswoman,PERSON,1
fort dodge,FAC,1
mary schiavo,PERSON,1
inspector general department transportation,ORG,1
putin sarah jones,PERSON,1
harry reids,PERSON,1
march 10 2016,DATE,1
gaddafis murder,PERSON,1
michael parenti mention,PERSON,1
walter lippmann,PERSON,1
every couple years,DATE,1
correa,PERSON,1
101916,CARDINAL,1
craig murray,PERSON,2
kurson ken,PERSON,1
murray craig,PERSON,1
291016,DATE,1
estamos,ORG,1
el comercio,ORG,1
091416,CARDINAL,1
daniel espinosa,PERSON,1
caraz,GPE,1
syria comments,ORG,1
roughly 300,CARDINAL,1
new york times interview march,ORG,1
vladimir v putin,PERSON,1
hill newspaper,ORG,1
flynn,PERSON,6
eric schmitt,PERSON,1
bruce thornton shillman journalism,PERSON,2
bret stephens,PERSON,1
george hw bush ronald reagan,PERSON,1
clichés bipartisan,PERSON,1
juan francisco,PERSON,1
61 million,CARDINAL,2
kern county jail,GPE,1
sixty years,DATE,2
san joaquin,GPE,1
1965 immigration act,QUANTITY,1
bringing ronald,PERSON,1
3 million 11 million,MONEY,1
stephens,PERSON,2
san joaquin valley,GPE,1
live month,DATE,1
november 10 2015,DATE,1
jack nicholson,ORG,1
hoffa,PERSON,1
proisrael,GPE,2
bds clinton,PERSON,1
american israel public affairs committee,ORG,1
aftermath tanden cap,PERSON,1
shul,CARDINAL,2
ben gurion,PERSON,2
shul eve holiday,DATE,1
torah muslims,PERSON,1
2006 2011,DATE,2
1980s zero,DATE,1
mark lynton,PERSON,1
american british news entertainment,ORG,1
past 1218 months,DATE,1
putin necessary,PERSON,1
putin jokes,PERSON,1
annual 12hour,DATE,1
departmentsantirussia messaging,ORG,1
june senate intelligence committee included amendment congress,ORG,1
monday april 20 2015,DATE,1
19 months,DATE,2
five fewer years,DATE,1
jason delisle,PERSON,1
15 million years,DATE,1
miles 13 million,CARDINAL,1
956733 miles,QUANTITY,1
2009 2013,DATE,1
clinton kerry,PERSON,1
needed least four,CARDINAL,1
julie fidler,PERSON,1
approximately 120 miles,QUANTITY,1
michigan department,ORG,1
150 400 gallonsperminute,QUANTITY,1
last year earlier year,DATE,1
57 gallons,QUANTITY,1
jeff ostahowski,PERSON,1
michigan,PERSON,1
58 40 years,DATE,1
58 40 years 10272016,DATE,1
mike barrett head,PERSON,1
arctic birds,LOC,1
58 dr,QUANTITY,1
dr robin freeman zsl,PERSON,1
2 year,DATE,1
67 1970 levels end decade,DATE,1
dr robin freeman head zsls,PERSON,1
scott dickerson,PERSON,1
duke university united states,ORG,1
dr freeman,PERSON,1
jihadist group,ORG,1
keith gernon,PERSON,1
cathy wilson,PERSON,1
27 speaking,TIME,1
dublin city centre,ORG,1
the minute,TIME,1
1800 month,DATE,1
marco,PERSON,1
past couple weeks,DATE,1
us kratom bad,PERSON,1
michelle leonhart,ORG,1
native southeast asia,NORP,1
anywhere 1060 leaves,DATE,1
thousands years 1,DATE,1
marihuana tax act,ORG,1
mexican marihuana,ORG,1
damian marley,PERSON,1
8932,DATE,1
116,CARDINAL,1
year three,DATE,1
15 25,DATE,1
frontier corps,ORG,1
jamaatulahrar,PERSON,1
pakistani taliban,PERSON,1
intelligence agencies india,ORG,1
46 billion chinapakistan,MONEY,1
xinjiang,GPE,1
pakistan security,ORG,1
army base garrison,ORG,1
sept 18,DATE,1
september 29,DATE,1
freedom rider russophobia war party,ORG,1
margaret kimberley worlds,PERSON,1
20 th year,DATE,1
3 modus,QUANTITY,1
eric levitz,PERSON,1
american air power,ORG,1
adam hill,PERSON,1
6289,CARDINAL,1
joseph edward bodden,PERSON,2
june 20 2016 44,DATE,1
joseph edward strieff case,PERSON,1
strieff,ORG,1
al  case,PERSON,1
sonia sotomayor,PERSON,1
edward joseph strieff blow,PERSON,1
elena kagan,PERSON,1
thomasjefferson lmao,PERSON,1
obeyed thomasjefferson,PERSON,1
gestapo lexrex mann,PERSON,1
richard brooks avelworldcreator,PERSON,1
betty anne,PERSON,2
kingsofcorruption us,ORG,1
supreme court bar association,ORG,2
13th,DATE,2
lexrex mann,PERSON,1
jonn,GPE,1
vera4576,PERSON,1
60008000 bucks,MONEY,1
25 h day,DATE,1
10 long years,DATE,1
lexrex,ORG,1
fiona clark,PERSON,1
nunya,GPE,1
john ross,PERSON,1
dea alphabet agency,ORG,1
philip tomlins,PERSON,1
uncommon days,DATE,1
repulbican texas,ORG,1
tehran,GPE,1
augean,ORG,1
28 billion,CARDINAL,1
1956  60 years ago week,DATE,1
supreme idiocy,ORG,1
james p pinkerton originally,ORG,1
yearhe,PERSON,1
43rd,ORDINAL,1
early years century,DATE,1
325 percent,PERCENT,1
sen marco rubio,PERSON,1
first libertarians cato institute,ORG,1
categorieslibertarians,NORP,1
palmerston,GPE,1
quartet blocs,PERSON,1
1839,DATE,1
thomas carlyle,PERSON,1
paul neocons rubio,PERSON,1
jargon,ORG,2
43s,CARDINAL,1
warofchoicer obama,PERSON,1
pakistan ergo,GPE,1
americas manifest,ORG,1
clyde prestowitz,PERSON,1
henry kissinger 1970s,PERSON,1
90s unipolar,QUANTITY,1
india 9,LOC,1
kissingerian,NORP,1
approximately 76 cents,MONEY,1
radford climate news,ORG,1
jakarta,GPE,2
kent clark via,PERSON,1
new european commission,ORG,1
quito ecuador,ORG,1
40 years ago,DATE,1
41billion,CARDINAL,1
world crammed urban centres,ORG,1
kilometre,PRODUCT,1
300 per square kilometre,QUANTITY,1
un habitat,ORG,1
12400 billion,MONEY,1
nine 10,DATE,1
guangzhou,GPE,1
timon mcphearson,PERSON,1
nature journal,ORG,1
next 14,DATE,1
last 15 years 27000,DATE,1
additional 11 million,CARDINAL,1
45 million 88 million,CARDINAL,1
70 million 160 million,MONEY,1
410pm,ORG,1
dennis michael lynchs,PERSON,3
1 much morning,QUANTITY,1
3 many hours later day,TIME,1
june 25,DATE,1
30th october,DATE,1
north americas annexation europe,ORG,1
751,CARDINAL,1
30 thousands,CARDINAL,1
society european affairs professionals,ORG,1
neonazi,GPE,1
black sea eastern mediterranean,LOC,1
germany order facilitate social transformation europe america,ORG,1
spanish civil war,EVENT,1
june two,DATE,2
jeanluc melanchon,PERSON,1
philippe de villiers,PERSON,1
gilleswilliam goldnagel friend,PERSON,1
jean frédéric poisson,ORG,1
takfiri antiislam total reification,PERSON,1
belén fernández,PERSON,1
messenger thomas friedman,PERSON,1
bart times,ORG,1
early wednesday morning,TIME,1
san francisco chronicle,ORG,1
john oreilly,PERSON,1
7000 month,DATE,2
140000 per month,DATE,1
john slouch,PERSON,1
podesta clinton,PERSON,1
255 billion,MONEY,1
wachovia,ORG,2
26 billion,CARDINAL,3
wells fargo sandlers met podesta,ORG,1
37 million years,DATE,1
scott walter,ORG,1
italy week,ORG,2
kara,PERSON,4
likud party,ORG,3
memo ynetnews,PERSON,3
mount jews,LOC,3
vatican fruitless effort avert resolution,ORG,3
kara pope francis,PERSON,3
kardashians,ORG,1
54 years ago,DATE,1
daniel boorstin,PERSON,1
two pieces week,DATE,1
arsenio hall,PERSON,1
early 1988,DATE,1
year usa,DATE,1
03112016 114844,DATE,1
1972,CARDINAL,1
eu referendum result,PERSON,1
eu referendum mps,PERSON,1
eu centric,PERSON,1
gordon duff ian greenhalgh,PERSON,1
laptop14,NORP,1
department16,PERSON,1
1791,DATE,1
police11,GPE,1
enforce mann,PERSON,1
endless hours,TIME,1
jim hanke,PERSON,1
attache israel ranking,ORG,1
zbigniew brzezinsky,PERSON,1
judy woodruff,PERSON,1
experts1467 fbi,ORG,1
pattern criminallevel misconduct,ORG,1
discovered8,ORG,1
comey aware,PERSON,1
james cauthen,PERSON,1
41 one,CARDINAL,1
2703,CARDINAL,1
41 2703,CARDINAL,1
comey article,PERSON,1
borowitz,ORG,1
april 19 2016,DATE,1
thomas f hogan,PERSON,1
oncesecret warrantless surveillance program9,ORG,1
kagan supreme court,ORG,1
21 2013 2,DATE,1
2013 3,CARDINAL,1
brian jenkinson,PERSON,1
18 usc 251015,DATE,1
2009 84,DATE,1
supreme courts interpretation property,ORG,1
18 usc,DATE,1
251015 18 usc 27112,DATE,1
united states v,GPE,1
23 2001,DATE,1
huma weinerhater abedin,ORG,1
italy,PERSON,1
kara likud,PERSON,1
kara,ORG,1
peter lee,PERSON,1
philippine,NORP,2
proprc,GPE,1
fidel ramos,PERSON,1
filipinos,NORP,1
philip goldberg,PERSON,1
hilip goldberg,PERSON,1
45minute,CARDINAL,1
bolivia,PERSON,1
usualroutine university,ORG,1
anomaly stretching,PERSON,1
oklahoma california,ORG,1
1165,DATE,1
rodinia,GPE,1
800 million,CARDINAL,1
600 million years later,DATE,1
dean daniels,ORG,2
federal election commission,ORG,1
743,CARDINAL,1
3102018,CARDINAL,1
bank canada,ORG,3
loonie bank canada,ORG,1
loonie otterwood last,PERSON,1
poloz,GPE,1
last wednesday,DATE,1
poloz,ORG,1
next 18 months,DATE,1
nine years ago,DATE,1
jo503,PERSON,1
404,CARDINAL,1
omega3 omega6,ORG,2
dr artemis simopoulos center genetics nutrition,PERSON,1
dr james dinicolantonio saint,PERSON,1
less 4 years,DATE,1
robet michels,PERSON,1
oct 2016 2149,DATE,1
nearly 4000,CARDINAL,2
third 47,CARDINAL,2
kingdom,GPE,2
mohammed alqahtani,PERSON,2
january september 2016,DATE,2
nearly 40 million,CARDINAL,1
480000,CARDINAL,1
167 133,CARDINAL,1
286,PRODUCT,1
282288,DATE,1
199235,DATE,1
369417,DATE,1
96123,DATE,1
272307,CARDINAL,1
alaska nevada,FAC,1
6 dollars,MONEY,2
10 dollars,MONEY,1
1st january 2013 31st december 2015,DATE,1
16 949,CARDINAL,1
27 1522 43,DATE,1
american renaissance daily,ORG,1
320 million,CARDINAL,2
270 million,CARDINAL,1
united nations working,ORG,1
10884,DATE,1
stephen lendman moment truth,PERSON,1
banana republic,ORG,1
18 trillion,CARDINAL,1
medea benjamin ussaudi alliance,PERSON,1
medea benjamin ussaudi,PERSON,1
medea benjamin,PERSON,1
anya parampil,PERSON,1
jedi mind trick,PERSON,1
kombiz lavasany kombiz,PERSON,1
mark hamill,PERSON,2
salford liverpool,PERSON,1
late afternoon,TIME,1
greggs sir,PERSON,1
fred battenburg,PERSON,1
knutsford,ORG,1
erdogan long,ORG,1
parliamentarian hohammad kheir,PERSON,1
almoussavi,ORG,1
hassan abdel hadi,PERSON,1
30 kilometers,QUANTITY,1
mosque south kirkuk,LOC,1
syrianiraqi border day,DATE,1
seagal steven frederick,PERSON,1
10 april 1952,DATE,1
article 89,LAW,1
seagal,ORG,1
months year,DATE,2
zhukovsky 2014,DATE,1
nikhil gupta,PERSON,1
hai mushkil,GPE,1
aficionado,GPE,1
google first,PRODUCT,1
ndtvs,ORG,1
15 25,CARDINAL,1
reviews,NORP,1
02112016,CARDINAL,1
21 october,DATE,1
2 thousand rubles,MONEY,1
john podesta w,PERSON,2
marathahalli,PERSON,3
2500 per hour,TIME,1
hour cross,ORG,1
hawai,ORG,1
kilometre,QUANTITY,1
311016,DATE,1
motheroftwo donna sheridan,PERSON,1
lidl aldi,PERSON,1
bang buck new eastern outlook,ORG,1
bang buck apt description,PERSON,1
fiscal year 2017,DATE,1
5239 billion,CARDINAL,1
another 588 billion,MONEY,1
583 billion,MONEY,1
94859 billion rubles,MONEY,1
almost one trillion rubles,MONEY,1
15 billion 79379 billion rubles,MONEY,1
127 billion,MONEY,1
167 trillion rubles,MONEY,1
49 billion,MONEY,1
84 dollar,MONEY,1
united states defense department,ORG,1
400 billion,QUANTITY,1
poland czech republic,GPE,1
start1,ORG,1
17000 kilometers,QUANTITY,1
yu71,PRODUCT,1
4202,DATE,7
17 roughly 43 miles,QUANTITY,1
saddam hussein gaddafi libya,PERSON,1
martin working hypersonic jets classified new weapons however efficiency every dollar spent,ORG,1
defense department report,ORG,1
us department army,ORG,1
65 trillion,CARDINAL,1
william engdahl,PERSON,1
ben shapiro,PERSON,4
hbos john oliver,PERSON,1
john oliver draw,PERSON,1
john draw,PERSON,2
ben shapiro shapiro,PERSON,1
cluster headache,LOC,1
consequence magnesium deficiency,ORG,1
magnesium miracle,ORG,1
99 magnesium,CARDINAL,1
serum magnesium,ORG,1
54 molecules magnesium,MONEY,1
estrogen,CARDINAL,1
steal magnesium,ORG,1
general magnesium,ORG,1
ionic magnesium,ORG,1
journals  magnesium basics dr,ORG,1
carolyn dean,PERSON,1
2008  year,DATE,1
beck comey letter one,ORG,1
103116 monday,DATE,1
kim davis,PERSON,2
233058,CARDINAL,1
kentuckys governor,PERSON,1
david bunning,PERSON,1
county davis,PERSON,1
aclu kentuckys,PERSON,1
cole,PRODUCT,2
german defense ministry,ORG,1
dpa news,ORG,1
eastern ukraine,ORG,2
june next year,DATE,1
450 650,CARDINAL,1
russia germany,GPE,1
canadians britain help,LOC,1
nato countries saidnato secretary,ORG,1
gustav gressel,ORG,1
european council,ORG,1
234 25 million,MONEY,3
hysteria hysteria,PERSON,1
hottest days,DATE,1
vladimir v putin plan launch,PERSON,1
russian government days,DATE,1
new york times law enforcement,ORG,1
tim anderson syrians,PERSON,1
balkan,PRODUCT,1
contributions kkklinton bidding,ORG,1
kkklinton foundation,ORG,1
hoo hoo,PERSON,1
nearly thousand,CARDINAL,1
kkklinton crime syndicate,ORG,2
next 4 billion years,DATE,1
totalitarian antihuman,NORP,1
dr assad,PERSON,1
nuremberg crimes peace,ORG,1
elections2016,PERSON,1
654,CARDINAL,1
hillary spent,PERSON,1
25 million clinton foundation,MONEY,2
martin armstrong bob,PERSON,1
75 million,CARDINAL,2
anna kendrick,PERSON,2
kendrick,PERSON,1
schuster kendrick,PERSON,1
george clooney,PERSON,1
duet justin,PERSON,1
november 4th,DATE,1
david knight infowarscom,PERSON,1
4 year,DATE,1
1743,DATE,1
hill county,GPE,4
65004 65014 66022 66023 66024,DATE,1
hours morning,TIME,1
1743,CARDINAL,1
article 6,LAW,1
section 4,LAW,1
hart,ORG,1
33056,DATE,1
gordon miller wilbourn,PERSON,1
webster,PERSON,1
wilbourn,PERSON,1
austin city council county,ORG,1
10 12,CARDINAL,1
32 17,CARDINAL,1
republican county,GPE,1
bob hall,PERSON,1
nearly 50 years past year,DATE,1
andrew mark miller,PERSON,1
1965 2016,DATE,1
attitudes year earlier 2015,DATE,1
less hour,TIME,1
house paul,PERSON,1
dir comey,PERSON,1
fox article,ORG,1
south bronx,LOC,1
sen bernie sanders march,PERSON,1
michael vadone,PERSON,1
18 35,CARDINAL,1
692 million,CARDINAL,1
joseph 31 moderate,PERSON,1
138000,CARDINAL,1
1946 1964,DATE,1
center census bureau,ORG,1
roughly 1 6,CARDINAL,1
kristin lynch,PERSON,1
rachel keane trump,PERSON,1
courtney crowder,PERSON,1
lurk final hour,TIME,1
nev intellihub  assassination,GPE,1
minutes later,TIME,1
trump2016,NORP,1
1400000000000 50 years,DATE,1
14 trillion,CARDINAL,1
chapter 146,LAW,1
ben cohen,PERSON,1
14 trillion,MONEY,1
endangering united states,GPE,1
next generation icbm satan 2,DATE,1
america france,ORG,1
merican,NORP,1
approximately two million,CARDINAL,1
half million million half,MONEY,1
nato air force bombing civilian,ORG,1
10 30000,CARDINAL,1
470000 hillary,QUANTITY,1
bashar al assad,PERSON,1
hillary r clinton,PERSON,1
comcast news corp disney,ORG,1
fcc justice department,ORG,1
hillary terrify,PERSON,1
brian hayes,PERSON,1
metcalfe county,GPE,1
844 3322016,CARDINAL,1
veterans war islamophobia,ORG,1
jmacpherson ccby20,ORG,1
know cinnamon boost intelligence,PERSON,1
national institutes health us department veterans affairs alzheimers association cinnamon,ORG,1
kalipada pahan,PERSON,1
