Entity,Label,Count of NER
john roman,PERSON,1
center urban institute,ORG,1
next june,DATE,1
national immigration law center closely,ORG,1
brownsville tex,PERSON,1
jerry smith jennifer elrod,PERSON,1
135page,CARDINAL,1
antiblack antiwoman,PERSON,1
ready kim davis,PERSON,1
christianity american,NORP,1
beliefs american,ORG,1
south dakotans,PERSON,1
around 70 percent,PERCENT,1
laurie brandriet keller,PERSON,1
airfield,ORG,1
american power actual presidential,ORG,1
four miles,QUANTITY,1
400 miles,QUANTITY,2
one summer,DATE,1
black hills,GPE,1
maas,PERSON,1
age 20,DATE,1
jason hollatz 37yearold,PERSON,1
757,CARDINAL,1
matt mackowiak,PERSON,4
abilene kan,PERSON,1
joshua thompson,PERSON,1
carol hill,PERSON,1
mackowiak,PERSON,6
control senate,ORG,2
dan,PERSON,1
new york times first,ORG,1
idaho white house,ORG,1
feb 15,DATE,3
first 30 days,DATE,2
citizens united protecting citizens rights vote,ORG,1
5240 percent,PERCENT,1
5634 percent,PERCENT,1
4343,DATE,1
4638 percent,PERCENT,1
5140 percent,PERCENT,1
4736 percent,PERCENT,1
1022,DATE,1
july 31august 2 2016,DATE,1
deutsche bank,ORG,2
gov dan forest told cbn news,PERSON,1
uhuru kenyatta,PERSON,1
every 15 minutes,TIME,1
200 grams,QUANTITY,1
hemley wwfs,ORG,1
200 million equity bank,MONEY,1
450 million,CARDINAL,1
nearly 700 million,CARDINAL,1
julie gichuru,PERSON,1
hussein obama,PERSON,2
forty cents,MONEY,1
year last six eight years,DATE,1
roughly 600 million,CARDINAL,1
ir faculty boston university,ORG,1
martin luther nailed,PERSON,1
boston record exchange,ORG,1
greater middle east,LOC,3
europe east asia,LOC,2
late 1940s 1990s,DATE,1
militarily united states,NORP,1
angloamerica city,GPE,1
1630,DATE,1
1990s decade,DATE,5
kosovo,GPE,2
bosnia,GPE,3
bush clinton,PERSON,2
marine secretary navy,ORG,1
paul republican,PERSON,2
iraq war financial collapse,EVENT,1
11 night,TIME,1
allen john foster,PERSON,1
stephen kinzer,PERSON,1
somalian,NORP,1
bosnia clintons,PERSON,1
yearlong review federal republic foreign,ORG,1
democrats germany,GPE,1
herbert croly,PERSON,1
new iraq war begun indicates previous,EVENT,1
14th year,DATE,1
april 75,DATE,1
fourth decade,DATE,1
1958,DATE,4
three half decades,DATE,3
el salvadora whole,PERSON,1
well three half decades later,DATE,1
asideim,PERSON,1
afghanistan war,EVENT,1
big german army,ORG,1
abu ghraib,PERSON,3
united states army,ORG,1
lee bebout,PERSON,1
2015 spring,DATE,1
america columbia university,FAC,1
2042,DATE,1
white june naacp,ORG,1
s clear days,DATE,1
late 19th century early 20th century,DATE,1
50item,CARDINAL,1
every five 10 years,DATE,1
jose antonio,PERSON,1
america vargas,GPE,1
la times prepremiere,ORG,1
kristen yoonsoo,PERSON,1
africanamerican news,ORG,1
short  hour,TIME,1
53yearold,CARDINAL,1
lisa miller,PERSON,1
boston knapsack antiracism group,ORG,1
michael martin,PERSON,1
springfield,GPE,3
martin surprised,PERSON,1
white america,LOC,1
detroit metro times,ORG,1
matt johnson,PERSON,1
nj,ORG,1
iowa christie,ORG,1
cato institute,ORG,4
roman catholic,PERSON,1
february 2012,DATE,3
july 2,DATE,1
ben dworkin,PERSON,1
christie administration,ORG,1
first state,DATE,1
jimmy lasalvia,PERSON,1
lasalvia works,PERSON,1
49 42,DATE,1
month 2012,DATE,1
bill sen dianne,PERSON,1
2004 2014,DATE,1
2233,CARDINAL,1
jennifer baker,PERSON,1
least 130,CARDINAL,1
peter king rny long,PERSON,1
february last weeks,DATE,1
donald stewart,PERSON,1
60 100,CARDINAL,1
months 2012,DATE,1
newtown killings,ORG,1
rubio nevada,ORG,1
south carolinas,NORP,1
unsettle,ORG,1
negative millions dollars,MONEY,1
last hours,TIME,1
unchristian views immigration town hall,ORG,1
calif terrorists,ORG,1
rubio spent,FAC,1
sen tim scott rep,PERSON,1
african american,PERSON,1
indian american,PERSON,1
white member,ORG,1
boisterous midday,PERSON,1
mark sanford,PERSON,1
sixteen years ago,DATE,2
feud pope,PERSON,1
threeperson,PERSON,1
clyburn,PERSON,1
nev,NORP,1
las vegas phillip,GPE,1
jenna johnson north,PERSON,1
nev robert costa,GPE,1
philip rucker columbia sc,ORG,1
foreign clinton foundation donor department,ORG,1
louie gohmert house,PERSON,1
boehner heavily,PERSON,1
jim bridenstine rokla thomas,PERSON,1
labor tom perez fight,PERSON,1
perez social,PERSON,1
kennedy council,ORG,1
casa de maryland leading immigration,ORG,1
thomas perez ran,PERSON,1
tom perez livingwage,PERSON,1
kennedy senator,PERSON,1
last hundred years,DATE,1
trumans,NORP,1
casa board,ORG,1
age five mortgage 1400 month,DATE,1
1900 month,DATE,1
100 years ago,DATE,4
capitol hill hill,ORG,1
70 years ago,DATE,2
sunday 50 years,DATE,1
john lewis one,PERSON,1
may 31,DATE,3
groups trump,PERSON,1
room sleaze,PERSON,1
jan 28,DATE,3
nazi moron,ORG,1
nikita khrushchev,PERSON,1
1961,CARDINAL,1
mikhail gorbachev,PERSON,2
pierson,ORG,1
jay nordlinger,PERSON,1
ayatollah khamenei,PERSON,1
zaventem airport,ORG,2
ibrahim el bakraoui,PERSON,1
79 minutes,TIME,2
khalid el bakraoui,PERSON,1
desk metro,PERSON,1
el bakraouis computer,ORG,1
salah abdeslam,PERSON,4
el bakraoui,PERSON,1
mohammed bakkali,PERSON,1
851,CARDINAL,1
807,CARDINAL,1
739,CARDINAL,2
two three months one year,DATE,1
arak heavywater,PERSON,1
717,CARDINAL,3
deal obama,PERSON,1
659,CARDINAL,1
european union foreign affairs,ORG,1
641,CARDINAL,1
iran sanctions,EVENT,2
june march,DATE,1
bill thursday,PERSON,1
kirk,ORG,1
54seat,CARDINAL,1
america republicans,ORG,1
years first,DATE,1
five six weeks,DATE,1
el capitan,ORG,3
3000foot,CARDINAL,1
kevin jorgeson,PERSON,1
rosa calif,PERSON,1
el capitans,NORP,1
330 pm,TIME,2
ledge jorgeson,PERSON,1
jorgeson,ORG,1
terry,PERSON,2
several days ago,DATE,1
warren harding dean,PERSON,1
canada legitimate,ORG,1
5525 miles,QUANTITY,1
17855,DATE,2
81159,DATE,1
obama administration environmental protection agency,ORG,1
huffington post deal science,ORG,1
house committee mccarthy,ORG,1
kathryn,PERSON,1
months cases years,DATE,1
year  50,DATE,1
group committee,ORG,1
30 hours two hours,TIME,1
supreme court federal appeals,ORG,1
17 35,CARDINAL,1
874,CARDINAL,1
nancy zirkin,PERSON,1
first haitian,NORP,1
afrocaribbean,NORP,1
vietnamese american,NORP,1
korean american,ORG,1
many 40s,DATE,1
goodwin liu,PERSON,3
taiwanese,NORP,1
liu historic,PERSON,1
jr samuel alito,PERSON,1
225 days,DATE,1
175 days,DATE,1
98 days,DATE,1
robert e bacharach district court,PERSON,1
oklahoma obama,PERSON,1
263 days,DATE,1
donald trump twothirds,PERSON,1
laurie mafflykipp,PERSON,1
universitys john,PERSON,1
dallas robert jeffress,PERSON,1
michael hout,PERSON,1
smith pew drawn vision society,ORG,1
mark valeri,PERSON,1
washington university,ORG,2
doj guardsman cousin,PERSON,1
washington illinois army,ORG,1
illinois army national guard,ORG,1
hasan edmonds,PERSON,4
chicagos midway international airport,ORG,1
jonas,GPE,1
new jersey air force,ORG,1
jonas,PERSON,1
chicago federal court,ORG,1
zachary fardon,PERSON,1
fardon,PERSON,1
john carlin,PERSON,1
obama endorse,PERSON,1
11 months,DATE,2
mcdonough,PERSON,1
sidestep congress,ORG,1
may 1988,DATE,1
december 1999,DATE,1
michelle,ORG,5
nomination 2008,DATE,5
parentseye,PERSON,1
white house power mrs,ORG,1
next four eight years,DATE,1
forth years ago,DATE,1
worthy,PERSON,2
14 evening,TIME,1
oct 1011,DATE,1
native brigham young university grad,ORG,1
johnson mcmullin,PERSON,2
188,CARDINAL,2
306,CARDINAL,1
peter baker person,PERSON,1
state department parallel scandal looming clinton,ORG,1
contributions clinton foundation,ORG,1
joe biden biden 72,PERSON,1
eugene mccarthys,PERSON,2
joe biden bobby kennedy,PERSON,1
bidens support,PERSON,1
mahlon gibson,PERSON,1
age 14 2008,DATE,1
kathy shelton,PERSON,1
mid1980s clinton,PERCENT,1
roy reed,PERSON,1
850000,CARDINAL,1
sidney blumenthal clinton,PERSON,1
december 2007,DATE,4
volunteer coordinator,PERSON,2
jan 27 1998,DATE,1
affair lewinsky clinton,PERSON,1
15 1998,DATE,1
jan 12,DATE,1
lewinsky begin,PERSON,1
july 27 six months,DATE,1
monica situation,PERSON,1
kennedy marilyn monroe,PERSON,1
32 billion 55 billion,MONEY,2
august 2016,DATE,2
july 23 2014,DATE,1
libya house select committee benghazis,ORG,1
three weeks later march 25 march 31,DATE,1
the iraq war,EVENT,2
march 2003 year,DATE,2
march 2003,DATE,2
united states highesttaxed nation world pew research center,ORG,1
344 percent,PERCENT,2
1537 february 2011 1796,DATE,2
september year,DATE,2
us nato air power,ORG,1
tripoli eastern city,GPE,1
united nations mediators national oil corporation,ORG,1
claudia gazzini,ORG,1
control libyan,NORP,1
gazzini,ORG,1
single year,DATE,2
late 1980s early 1990s,DATE,4
10 20 years,DATE,2
hall clinton,PERSON,2
november 2015,DATE,4
116 percent,PERCENT,2
asians latinos metropolitan,ORG,1
53 million barrels,QUANTITY,1
13 million barrels,QUANTITY,1
2006,CARDINAL,1
past fiscal year,DATE,1
620000,CARDINAL,3
one year 55000,DATE,1
fiscal year 620000,DATE,1
fiscal year 2017,DATE,2
hundreds thousands moderator,QUANTITY,1
10000 65000,QUANTITY,1
2014 2015 56516 first,DATE,1
2007 year,DATE,2
nearly 800 billion,MONEY,2
census bureau full,ORG,1
arthur cotton moore trump,PERSON,1
jonathan oconnell,PERSON,1
45 billion 14000,MONEY,1
40 million 42 million,MONEY,1
170 million,CARDINAL,2
day 13,DATE,1
third day,DATE,3
johnson risen,PERSON,1
eyed year,DATE,1
explained year,DATE,1
majorities congress,ORG,1
nikes,ORG,1
jeans johnson,PERSON,1
60 seconds,TIME,3
roy hermann,PERSON,1
hear johnson,PERSON,1
aubrey pelletier,PERSON,1
johnson weld,PERSON,3
cheer johnson,PERSON,1
15percent,CARDINAL,1
ed crane,PERSON,1
clintontrump,ORG,2
harmon brothers,ORG,1
jason sorens,ORG,1
ron,PERSON,2
darryl perry,PERSON,1
hampshire voter ran,PERSON,1
dan fishman,PERSON,1
new england,ORG,1
defeat kobani,ORG,1
proislamic state aamaq news,ORG,1
bombardment killing brothers,ORG,1
arabic north african,NORP,1
fourmonth,CARDINAL,1
battle kobani,ORG,1
turkish photojournalist afp news agency,PRODUCT,1
united nations summit climate,ORG,1
solve years ago,DATE,1
27 degrees,QUANTITY,1
isil obama,PERSON,1
42 years,DATE,1
10 10,CARDINAL,1
message eight years ago,DATE,1
american labor cheap,ORG,1
africa republicans,NORP,1
jan 1,DATE,7
randy johnson,PERSON,1
neil trautwein,PERSON,1
mazur treasury,ORG,1
mazur,ORG,1
attack least two decades,DATE,1
satirical cartoon,ORG,1
new years,DATE,2
january present new years,DATE,2
darkest day,DATE,1
luc,CARDINAL,1
almost 6 degrees celsius century,QUANTITY,1
many 9 feet,QUANTITY,1
4 degrees,QUANTITY,1
almost twothirds,CARDINAL,1
losing least half,CARDINAL,1
future decades,DATE,1
1 billion tons,QUANTITY,1
china india us,ORG,1
33 35 percent,PERCENT,2
luis gutierrez,PERSON,2
million apply 500 million,MONEY,1
sessions,CARDINAL,2
five million,CARDINAL,1
110 degrees,QUANTITY,1
seventy percent,PERCENT,1
doug mckelway,PERSON,2
november 2010,DATE,4
slightly past two months,DATE,1
pressgfk,ORG,1
december 51 percent,DATE,1
december december 2013,DATE,1
david lauter,PERSON,1
obamas sixth year,DATE,1
fourth fifth years,DATE,1
summarizing bureau labor,ORG,1
lisa lerer,PERSON,1
bloomberg politicssaint anselm,ORG,1
jonathan bernstein,PERSON,4
515,CARDINAL,1
finley forest condominiums police,ORG,1
yusor razan,PERSON,1
chris blue,PERSON,1
chapel hill police department,ORG,1
315 pm,QUANTITY,1
bureaus la offices characterization,ORG,1
fox news lynch,ORG,1
another 30,CARDINAL,1
friday hours,TIME,1
caliph abu,PERSON,1
san bernardino party,ORG,1
mauro national security,ORG,2
mauro,ORG,2
american embassy islamabad,ORG,1
may 2014 two months later,DATE,1
90day,CARDINAL,1
16 2014,DATE,1
july 2015 two months,DATE,1
calif apartment,ORG,1
social services facility department,ORG,1
foxnewscom possess pakistani passport record applying,ORG,1
hailing karachi,PERSON,1
rahemaan ali,PERSON,3
dar al,PERSON,1
mosque ali,ORG,1
nicholas thalasinos,PERSON,1
monday 144 years,DATE,1
scott berkowitz,PERSON,1
foxnewscom comprehensive investigation usa,ORG,1
demanding department justice address,ORG,1
march 7 2013,DATE,1
berkowitz,ORG,1
national institute justice,ORG,1
washington examiner department,ORG,1
one year 3542,DATE,1
susan medina,PERSON,1
trumpish,PERSON,1
african americans police,ORG,1
bob livingston calista,PERSON,1
ku klux,PERSON,1
klan downplayed threats,PERSON,1
shot hillary clinton,PERSON,1
2004 one,CARDINAL,1
150 billion dollars,MONEY,1
2011 1 million barrels,QUANTITY,1
new delhi,GPE,2
previous fiscal years,DATE,1
348000 barrels,QUANTITY,1
around 50000 barrels,QUANTITY,1
37 million barrels,QUANTITY,1
74b 2016,DATE,1
74 billion,MONEY,1
530 billion,MONEY,2
37 billion,CARDINAL,2
orrin hatch rutah,PERSON,1
2021,DATE,1
1970s 80s,DATE,1
richard hasen,PERSON,1
1 2017,DATE,1
hasen trump,PERSON,1
sarah mccammon,PERSON,1
diana gribbon motz,PERSON,1
vermont beating clinton,ORG,1
albright clinton,PERSON,1
20plus years,DATE,1
flint clinton,PERSON,1
170000,CARDINAL,1
new england,FAC,2
prochoice america feminist majority,ORG,1
eleanor smeal,PERSON,1
candidacy harding,PERSON,1
2016 eight years ago,DATE,2
knox,ORG,1
karen tumulty concord,PERSON,1
david martosko,PERSON,3
press corps,ORG,2
puritan backroom manchester,ORG,1
new hampshire,LOC,1
meredith thatcher,PERSON,1
thatcher,PERSON,3
states democratic party,ORG,1
harrell kirstein,PERSON,1
pool van martosko,PERSON,1
merrill merrill insisted,ORG,1
press corps much press corps,ORG,2
tandem long,PERSON,1
1020,DATE,1
210,CARDINAL,1
doug schoen trump,PERSON,1
35 65,DATE,1
65 years,DATE,1
10 2012,DATE,1
osama bin laden proof,PERSON,1
douglas,PERSON,5
presidential election two dozen,CARDINAL,1
2006 44,DATE,1
36 billion,MONEY,1
58 billion,MONEY,1
gop finalizes national party,ORG,1
gary shapiro,PERSON,1
cta us trade association,ORG,1
hampshire bush,PERSON,5
nearly 205000,CARDINAL,1
2013 72000,CARDINAL,1
7955,DATE,1
2012 45 million,DATE,1
noelle bush,PERSON,1
14th amendment constitution,QUANTITY,1
deportations bush,PERSON,1
marco rubio chris,PERSON,1
much week,DATE,2
senate incumbents reelection fall,ORG,1
wis rob,PERSON,1
disregard obama nominee,PERSON,1
ohioans congress,ORG,1
sittenfeld cincinnati city council,ORG,1
less nine months,DATE,1
americans united change group,ORG,1
fredrickson,ORG,1
brian monahan,PERSON,1
jerry markon sari horwitz,PERSON,1
lena sun,PERSON,1
ruth moravec austin,PERSON,1
hack,PERSON,1
elsewhere 2013 2014,DATE,1
transcripts months ago,DATE,1
stein spoil,PERSON,1
johnsonasspoiler scenario highly,PERSON,1
month election day,DATE,1
detroit news,ORG,2
leaningsamong alaska,PERSON,1
mexico johnson,PERSON,1
montana arkansas indiana,ORG,1
35represent,CARDINAL,1
groups johnson,PERSON,1
six 10,CARDINAL,1
tomorrow 10 years,DATE,1
onesixth,ORG,1
overallmissouri,GPE,1
145000voter,CARDINAL,1
coalitions clinton,PERSON,1
north dakota,GPE,1
approximately 1 million,CARDINAL,1
anne warren,PERSON,1
one foot,QUANTITY,2
david learmount,PERSON,2
190 miles,QUANTITY,1
alexandria,PRODUCT,1
charles de gaulle airport,PERSON,6
cairo join,ORG,1
sharif fathy,PERSON,1
kuwaiti,GPE,3
sudanese,NORP,3
mosque cairo,ORG,1
salah abu laban,PERSON,1
sahar qouidar,PERSON,1
ghassan abu laban daughterinlaw,PERSON,1
magdi badr,PERSON,1
hillary email,PERSON,2
40 years ago weeks ago,DATE,1
bob woodward carl bernstein,PERSON,1
late july 1974,DATE,1
tapes hours hours,TIME,1
august 9 1974,DATE,1
wondered nixon,PERSON,1
yogi berra,PERSON,1
hillary rodman clinton,PERSON,1
justice department state department intelligence community,ORG,1
august 1974,DATE,1
greatest irony,PERSON,1
mcfarland fox news national security,ORG,3
bin ladens,PERSON,6
cambridge university,ORG,1
lawrence sherman,PERSON,1
first five months 2015,DATE,1
british us,ORG,1
britains university southampton police america,ORG,1
peter fahy,PERSON,1
greater manchester,ORG,1
6700,CARDINAL,1
209,CARDINAL,3
mark williams,PERSON,1
task force united states,ORG,1
electrician,NORP,1
several nights,TIME,1
duggan armed,PERSON,1
deborah coles,PERSON,1
800 years,DATE,1
livia simon,PERSON,1
livia,PERSON,3
livia herd,PERSON,1
disneyland least six,CARDINAL,1
12 months old,DATE,1
jennifer,PERSON,2
post earlier week,DATE,1
approximately 1 2,CARDINAL,1
hundreds maybe thousands,CARDINAL,1
andrew wakefield,PERSON,1
england journal,ORG,1
098 percent,PERCENT,1
148 percent,PERCENT,1
1991 2004,DATE,1
92 94 percent,PERCENT,1
382,CARDINAL,1
american association advancement,ORG,1
d united states,GPE,1
choice united states,GPE,1
donald trumphillary,PERSON,1
monica lewinsky paula jones,PERSON,2
asianamericans,NORP,1
seven months ago,DATE,1
october 2008,DATE,2
clinton fbi,PERSON,2
threeandahalf hours,TIME,1
1230 pm,TIME,1
holiday weekend,DATE,2
obama appointee,PERSON,1
general state department intelligence community,ORG,1
cheryl mills,PERSON,1
bryan pagliano,PERSON,3
ed buchanan,PERSON,1
742,CARDINAL,1
matt micheli,PERSON,1
dan gallo,PERSON,1
robin wilson,PERSON,1
richard clarke,PERSON,3
nov 2013 nov 2014,DATE,1
93000,CARDINAL,1
173807,DATE,1
almost 90 percent,PERCENT,2
andrea luecke,PERSON,1
almost 50 percent,PERCENT,2
washington kowtow beijing,GPE,1
seven years later,DATE,1
new york times mark,ORG,1
kingdom congress,ORG,1
michael hiltzik,PERSON,1
new york times binyamin,ORG,1
interviews news,ORG,1
saudi bluff,GPE,1
charles pierce,PERSON,2
marco rubio rfl quick,PERSON,1
communists,NORP,2
rafael cruz,GPE,1
warner viacom news corp disney ge,ORG,1
nbc universal,ORG,1
warner,ORG,4
hurricane katrina,EVENT,5
30 second,TIME,2
thomas edsall,PERSON,1
princeton universitys,PERSON,1
alan blinder,PERSON,1
mark watson,PERSON,1
judis argued,PERSON,1
judis thesis,ORG,1
900 billion 2013,MONEY,1
christopher howard,PERSON,1
nathan kelly,PERSON,1
isa camyar,PERSON,1
16 cents,MONEY,1
6 cents,MONEY,2
roy van der,PERSON,1
dan andrew christopher jencks,PERSON,1
andrew leigh,PERSON,1
40 55,CARDINAL,1
67 16,CARDINAL,1
february 16,DATE,1
50 7,CARDINAL,1
64 half,CARDINAL,1
independents mike,ORG,1
march 1315,DATE,1
466,CARDINAL,2
480000,CARDINAL,1
175000,CARDINAL,2
entire month,DATE,1
59925,DATE,1
ohio sort,ORG,1
south park,LOC,1
unfortunately days,DATE,1
george w bush carson,PERSON,1
shooter davis,PERSON,1
paul quipping,PERSON,1
apprentice white house,ORG,2
carson risen,PERSON,1
simi valley,ORG,2
oct 14,DATE,1
minn civvies,ORG,1
insignia street,FAC,1
national socialist movement,ORG,1
neonazi,ORG,1
steve huefner,PERSON,1
moritz school law author,ORG,1
britain australia,ORG,1
bob marley,PERSON,1
karl frisch,PERSON,1
moritz school law,ORG,1
foley,PERSON,2
no last year,DATE,1
southern baptist pastor,ORG,1
commentator sen,PERSON,1
ferguson n charleston 2 police,ORG,1
walter scott north charleston south carolina,PERSON,1
shot brown two,PERSON,1
wilson justified,ORG,1
north charleston police department,ORG,1
marc lamont,PERSON,1
feidin santana,PERSON,2
scott taken,PERSON,1
lee smith,PERSON,1
ferguson city council,ORG,2
ferguson smith,ORG,1
ferguson,PERSON,2
tuesday two days,DATE,1
santana,PERSON,1
three months later,DATE,3
263 million,CARDINAL,1
summey,ORG,1
marc morial,PERSON,2
american enterprise institute sea island,ORG,1
rubio meanwhile,PERSON,1
kelly rubio,PERSON,1
kelly rubio kasich,PERSON,1
kelly donald,PERSON,1
next tuesdays,DATE,3
ohio primary,ORG,1
ohio kasich,ORG,1
359,CARDINAL,2
michigan primaries,FAC,1
bush kasich,ORG,1
new libertarian,PERSON,1
isolationist republican party,ORG,1
lindsay graham,PERSON,2
david payne,PERSON,2
republican congress congress,ORG,1
thousands tea,MONEY,1
coming west,GPE,1
jerry falwell jr,PERSON,2
inn one,PERSON,1
county chairs,PERSON,1
midteens,PERSON,1
summer fall,DATE,1
trail cruz,GPE,1
jabbed cruzs,PERSON,1
citibank senate campaign truth,ORG,1
trumps monthslong,PERSON,3
cleveland pastor darrell,ORG,1
scott trump,PERSON,1
africanamerican pastors around candidate,ORG,1
falwell particular scott,PERSON,1
three miles,QUANTITY,4
steve ziller,PERSON,1
january 9th,DATE,1
fox ziller,PERSON,1
barry strauss,PERSON,1
bring turkey board,ORG,1
sergey lavrovs,PERSON,1
tuesday afternoon,TIME,3
united antiis coalition,ORG,1
webb navy,ORG,1
martin omalley webb spokeswoman,PERSON,1
outpost benghazi,GPE,2
attack clinton,PERSON,2
11 12,CARDINAL,3
100 billion,QUANTITY,1
world years ahead,DATE,1
resign board foundation,ORG,1
ken thomas,PERSON,1
14 months ago,DATE,1
khizr ghazala khan john,PERSON,1
rafael,PERSON,3
john f kennedys assassination,PERSON,1
abby,PERSON,4
25 million foundation,MONEY,1
opponents rhetoric,PERSON,1
